Gen1
¿Quién es Bulbasaur?,"Es un Pokémon de tipo planta y veneno, número 001 en la Pokédex. Evoluciona en Ivysaur y luego en Venusaur. Lleva una semilla en la espalda que crece con la luz solar."
¿Quién es Ivysaur?,"Es un Pokémon de tipo planta y veneno, número 002. Evoluciona de Bulbasaur y evoluciona en Venusaur. Su bulbo crece con energía solar."
¿Quién es Venusaur?,"Es un Pokémon de tipo planta y veneno, número 003. Evoluciona de Ivysaur. Tiene una gran flor en el lomo que absorbe la luz del sol para fortalecerse."
¿Quién es Charmander?,"Es un Pokémon de tipo fuego, número 004. Evoluciona en Charmeleon y luego en Charizard. La llama en su cola refleja su estado emocional."
¿Quién es Charmeleon?,"Es un Pokémon de tipo fuego, número 005. Evoluciona de Charmander y evoluciona en Charizard. Tiene un carácter agresivo cuando se enfrenta a oponentes fuertes."
¿Quién es Charizard?,"Es un Pokémon de tipo fuego y volador, número 006. Evoluciona de Charmeleon. Puede lanzar fuego que derrite cualquier cosa."
¿Quién es Squirtle?,"Es un Pokémon de tipo agua, número 007. Evoluciona en Wartortle y luego en Blastoise. Se oculta en su caparazón para defenderse."
¿Quién es Wartortle?,"Es un Pokémon de tipo agua, número 008. Evoluciona de Squirtle y evoluciona en Blastoise. Sus orejas peludas indican longevidad."
¿Quién es Blastoise?,"Es un Pokémon de tipo agua, número 009. Evoluciona de Wartortle. Tiene potentes cañones de agua en su caparazón."
¿Quién es Caterpie?,"Es un Pokémon de tipo bicho, número 010. Evoluciona en Metapod y luego en Butterfree. Su cuerpo está cubierto de una piel verde que lo camufla en la hierba."
¿Quién es Metapod?,"Es un Pokémon de tipo bicho, número 011. Evoluciona de Caterpie y evoluciona en Butterfree. Es casi inmóvil y solo endurece su caparazón."
¿Quién es Butterfree?,"Es un Pokémon de tipo bicho y volador, número 012. Evoluciona de Metapod. Sus alas están cubiertas de polvos venenosos."
¿Quién es Weedle?,"Es un Pokémon de tipo bicho y veneno, número 013. Evoluciona en Kakuna y luego en Beedrill. Tiene un aguijón venenoso en la cabeza."
¿Quién es Kakuna?,"Es un Pokémon de tipo bicho y veneno, número 014. Evoluciona de Weedle y evoluciona en Beedrill. Su cuerpo es duro como una coraza."
¿Quién es Beedrill?,"Es un Pokémon de tipo bicho y veneno, número 015. Evoluciona de Kakuna. Tiene tres aguijones peligrosos y es muy territorial."
¿Quién es Pidgey?,"Es un Pokémon de tipo normal y volador, número 016. Evoluciona en Pidgeotto y luego en Pidgeot. Es muy dócil y común en praderas."
¿Quién es Pidgeotto?,"Es un Pokémon de tipo normal y volador, número 017. Evoluciona de Pidgey y evoluciona en Pidgeot. Protege su territorio con fiereza."
¿Quién es Pidgeot?,"Es un Pokémon de tipo normal y volador, número 018. Evoluciona de Pidgeotto. Vuela a gran velocidad y tiene una melena majestuosa."
¿Quién es Rattata?,"Es un Pokémon de tipo normal, número 019. Evoluciona en Raticate. Sus dientes crecen constantemente, por eso los afila con todo lo que muerde."
¿Quién es Raticate?,"Es un Pokémon de tipo normal, número 020. Evoluciona de Rattata. Tiene patas traseras fuertes que le permiten nadar bien."
¿Quién es Spearow?,"Es un Pokémon de tipo normal y volador, número 021. Evoluciona en Fearow. A pesar de su pequeño tamaño, es muy agresivo."
¿Quién es Fearow?,"Es un Pokémon de tipo normal y volador, número 022. Evoluciona de Spearow. Puede volar durante muchas horas sin descansar."
¿Quién es Ekans?,"Es un Pokémon de tipo veneno, número 023. Evoluciona en Arbok. Se enrolla alrededor de sus presas para inmovilizarlas."
¿Quién es Arbok?,"Es un Pokémon de tipo veneno, número 024. Evoluciona de Ekans. Tiene un dibujo en su pecho que varía según la región."
¿Quién es Pikachu?,"Es un Pokémon de tipo eléctrico, número 025. Evoluciona de Pichu con amistad y puede evolucionar en Raichu con una Piedra Trueno. Es la mascota oficial de Pokémon."
¿Quién es Raichu?,"Es un Pokémon de tipo eléctrico, número 026. Evoluciona de Pikachu con una Piedra Trueno. Su cola sirve como pararrayos."
¿Quién es Sandshrew?,"Es un Pokémon de tipo tierra, número 027. Evoluciona en Sandslash. Su cuerpo es seco y duro, lo que le permite resistir el calor del desierto."
¿Quién es Sandslash?,"Es un Pokémon de tipo tierra, número 028. Evoluciona de Sandshrew. Sus garras le permiten excavar a gran velocidad."
¿Quién es Nidoran♀?,"Es un Pokémon de tipo veneno, número 029. Evoluciona en Nidorina y luego en Nidoqueen. Tiene una gran sensibilidad a los sonidos."
¿Quién es Nidorina?,"Es un Pokémon de tipo veneno, número 030. Evoluciona de Nidoran♀ y evoluciona en Nidoqueen. Se vuelve más tranquila tras evolucionar."
¿Quién es Nidoqueen?,"Es un Pokémon de tipo veneno y tierra, número 031. Evoluciona de Nidorina. Tiene un cuerpo duro que usa para proteger a sus crías."
¿Quién es Nidoran♂?,"Es un Pokémon de tipo veneno, número 032. Evoluciona en Nidorino y luego en Nidoking. Sus orejas detectan sonidos lejanos."
¿Quién es Nidorino?,"Es un Pokémon de tipo veneno, número 033. Evoluciona de Nidoran♂ y evoluciona en Nidoking. Su cuerno inyecta veneno potente."
¿Quién es Nidoking?,"Es un Pokémon de tipo veneno y tierra, número 034. Evoluciona de Nidorino con una Piedra Lunar. Usa su cola como arma destructiva."
¿Quién es Clefairy?,"Es un Pokémon de tipo hada, número 035. Evoluciona de Cleffa y evoluciona en Clefable con una Piedra Lunar. Es muy querido por su apariencia tierna."
¿Quién es Clefable?,"Es un Pokémon de tipo hada, número 036. Evoluciona de Clefairy. Se dice que baila bajo la luz de la luna."
¿Quién es Vulpix?,"Es un Pokémon de tipo fuego, número 037. Evoluciona en Ninetales con una Piedra Fuego. Nace con una sola cola que se divide al crecer."
¿Quién es Ninetales?,"Es un Pokémon de tipo fuego, número 038. Evoluciona de Vulpix. Tiene poderes místicos y puede vivir mil años."
¿Quién es Jigglypuff?,"Es un Pokémon de tipo normal y hada, número 039. Evoluciona de Igglybuff y evoluciona en Wigglytuff con una Piedra Lunar. Usa su canto para dormir a sus enemigos."
¿Quién es Wigglytuff?,"Es un Pokémon de tipo normal y hada, número 040. Evoluciona de Jigglypuff. Su cuerpo es tan suave que se infla como un globo."
¿Quién es Zubat?,"Es un Pokémon de tipo veneno y volador, número 041. Evoluciona en Golbat. Usa ecolocalización para moverse en la oscuridad."
¿Quién es Golbat?,"Es un Pokémon de tipo veneno y volador, número 042. Evoluciona de Zubat. Se alimenta de la sangre de sus presas."
¿Quién es Oddish?,"Es un Pokémon de tipo planta y veneno, número 043. Evoluciona en Gloom y luego en Vileplume o Bellossom. Duerme enterrado en la tierra."
¿Quién es Gloom?,"Es un Pokémon de tipo planta y veneno, número 044. Evoluciona de Oddish. Su aroma puede aturdir a quienes se le acercan."
¿Quién es Vileplume?,"Es un Pokémon de tipo planta y veneno, número 045. Evoluciona de Gloom con una Piedra Hoja. Su flor desprende polen tóxico."
¿Quién es Paras?,"Es un Pokémon de tipo bicho y planta, número 046. Evoluciona en Parasect. Tiene hongos en la espalda que controlan sus acciones."
¿Quién es Parasect?,"Es un Pokémon de tipo bicho y planta, número 047. Evoluciona de Paras. El hongo ha tomado el control total de su cuerpo."
¿Quién es Venonat?,"Es un Pokémon de tipo bicho y veneno, número 048. Evoluciona en Venomoth. Sus ojos rojos emiten rayos para ver en la oscuridad."
¿Quién es Venomoth?,"Es un Pokémon de tipo bicho y veneno, número 049. Evoluciona de Venonat. Sus alas están cubiertas de polvos venenosos."
¿Quién es Diglett?,"Es un Pokémon de tipo tierra, número 050. Evoluciona en Dugtrio. Vive bajo tierra y se alimenta de raíces."
¿Quién es Dugtrio?,"Es un Pokémon de tipo tierra, número 051. Evoluciona de Diglett. Son tres cabezas que piensan al unísono."
¿Quién es Meowth?,"Es un Pokémon de tipo normal, número 052. Evoluciona en Persian. Es famoso por hablar en el anime y por su obsesión con las monedas."
¿Quién es Persian?,"Es un Pokémon de tipo normal, número 053. Evoluciona de Meowth. Es elegante y muy ágil; su melena brilla intensamente."
¿Quién es Psyduck?,"Es un Pokémon de tipo agua, número 054. Evoluciona en Golduck. Sufre constantes dolores de cabeza que activan poderes psíquicos."
¿Quién es Golduck?,"Es un Pokémon de tipo agua, número 055. Evoluciona de Psyduck. Es rápido y elegante nadando; muchos lo confunden con un ser místico."
¿Quién es Mankey?,"Es un Pokémon de tipo lucha, número 056. Evoluciona en Primeape. Se enfurece con facilidad ante cualquier provocación."
¿Quién es Primeape?,"Es un Pokémon de tipo lucha, número 057. Evoluciona de Mankey. Su ira es tan intensa que a veces se olvida de por qué está peleando."
