Gen2
¿Quién es Chikorita?,"Es un Pokémon de tipo planta, número 152. Evoluciona en Bayleef y luego en Meganium. Usa la hoja de su cabeza para sentir el aire y la temperatura."
¿Quién es Bayleef?,"Es un Pokémon de tipo planta, número 153. Evoluciona de Chikorita y evoluciona en Meganium. El aroma de su cuello estimula el cuerpo y la mente."
¿Quién es Meganium?,"Es un Pokémon de tipo planta, número 154. Evoluciona de Bayleef. Su aliento tiene poder curativo y calma a los que lo rodean."
¿Quién es Cyndaquil?,"Es un Pokémon de tipo fuego, número 155. Evoluciona en Quilava y luego en Typhlosion. Las llamas de su espalda se encienden cuando está emocionado o amenazado."
¿Quién es Quilava?,"Es un Pokémon de tipo fuego, número 156. Evoluciona de Cyndaquil y evoluciona en Typhlosion. Es ágil y usa el fuego para defenderse desde cualquier dirección."
¿Quién es Typhlosion?,"Es un Pokémon de tipo fuego, número 157. Evoluciona de Quilava. Puede crear explosiones ardientes con su cuerpo al máximo poder."
¿Quién es Totodile?,"Es un Pokémon de tipo agua, número 158. Evoluciona en Croconaw y luego en Feraligatr. A pesar de su tamaño pequeño, es muy morderor y travieso."
¿Quién es Croconaw?,"Es un Pokémon de tipo agua, número 159. Evoluciona de Totodile y evoluciona en Feraligatr. Tiene colmillos muy fuertes que no sueltan cuando muerde."
¿Quién es Feraligatr?,"Es un Pokémon de tipo agua, número 160. Evoluciona de Croconaw. Su fuerza física es increíble y puede derribar enemigos con facilidad."
¿Quién es Sentret?,"Es un Pokémon de tipo normal, número 161. Evoluciona en Furret. Se pone de pie para vigilar y proteger a su grupo."
¿Quién es Furret?,"Es un Pokémon de tipo normal, número 162. Evoluciona de Sentret. Es delgado y muy veloz, se cuela fácilmente en espacios estrechos."
¿Quién es Hoothoot?,"Es un Pokémon de tipo normal y volador, número 163. Evoluciona en Noctowl. Tiene un sentido del tiempo muy preciso; siempre canta a la misma hora."
¿Quién es Noctowl?,"Es un Pokémon de tipo normal y volador, número 164. Evoluciona de Hoothoot. Puede ver en la oscuridad y volar sin hacer ruido."
¿Quién es Ledyba?,"Es un Pokémon de tipo bicho y volador, número 165. Evoluciona en Ledian. Vive en grupos y se comunica por olores."
¿Quién es Ledian?,"Es un Pokémon de tipo bicho y volador, número 166. Evoluciona de Ledyba. Usa sus puños para luchar y emite luz por su cuerpo."
¿Quién es Spinarak?,"Es un Pokémon de tipo bicho y veneno, número 167. Evoluciona en Ariados. Teje telarañas por la noche para atrapar a sus presas."
¿Quién es Ariados?,"Es un Pokémon de tipo bicho y veneno, número 168. Evoluciona de Spinarak. Puede moverse por los hilos que cuelga como si caminara."
¿Quién es Crobat?,"Es un Pokémon de tipo veneno y volador, número 169. Evoluciona de Golbat con alta amistad. Es tan rápido que apenas se ve volar."
¿Quién es Chinchou?,"Es un Pokémon de tipo agua y eléctrico, número 170. Evoluciona en Lanturn. Emite luz por sus antenas para comunicarse o confundir enemigos."
¿Quién es Lanturn?,"Es un Pokémon de tipo agua y eléctrico, número 171. Evoluciona de Chinchou. Su luz brillante atrae a Pokémon en las profundidades marinas."
¿Quién es Pichu?,"Es un Pokémon de tipo eléctrico, número 172. Evoluciona en Pikachu con amistad. Libera electricidad sin control cuando se emociona."
¿Quién es Cleffa?,"Es un Pokémon de tipo hada, número 173. Evoluciona en Clefairy con amistad. Baila bajo la luz de las estrellas."
¿Quién es Igglybuff?,"Es un Pokémon de tipo normal y hada, número 174. Evoluciona en Jigglypuff con amistad. Rebota mucho gracias a su cuerpo inflado."
¿Quién es Togepi?,"Es un Pokémon de tipo hada, número 175. Evoluciona en Togetic con amistad. Se dice que comparte la felicidad que guarda en su concha."
¿Quién es Togetic?,"Es un Pokémon de tipo hada y volador, número 176. Evoluciona de Togepi. Flota en el aire y trae alegría a los de buen corazón."
¿Quién es Natu?,"Es un Pokémon de tipo psíquico y volador, número 177. Evoluciona en Xatu. Tiene mirada fija y se dice que puede ver el futuro."
¿Quién es Xatu?,"Es un Pokémon de tipo psíquico y volador, número 178. Evoluciona de Natu. Permanece quieto todo el día observando el cielo y el pasado."
¿Quién es Mareep?,"Es un Pokémon de tipo eléctrico, número 179. Evoluciona en Flaaffy y luego en Ampharos. Su lana genera electricidad."
¿Quién es Flaaffy?,"Es un Pokémon de tipo eléctrico, número 180. Evoluciona de Mareep y evoluciona en Ampharos. Su cuerpo tiene menos lana por la electricidad."
¿Quién es Ampharos?,"Es un Pokémon de tipo eléctrico, número 181. Evoluciona de Flaaffy. Puede emitir una luz tan potente que se ve a kilómetros de distancia."

