Gen3
¿Quién es Treecko?,Es un Pokemon de tipo planta que evoluciona en Grovyle
¿Quién es Torchic?,Es un Pokemon de tipo fuego que evoluciona en Combusken
¿Quién es Mudkip?,Es un Pokemon de tipo agua que evoluciona en Marshtomp
¿Quién es Poochyena?,Es un Pokemon de tipo siniestro que evoluciona en Mightyena
¿Quién es Zigzagoon?,Es un Pokemon de tipo normal que evoluciona en Linoone
¿Quién es Wurmple?,Es un Pokemon de tipo bicho que puede evolucionar en Silcoon o Cascoon
¿Quién es Lotad?,Es un Pokemon de tipo agua y planta que evoluciona en Lombre
¿Quién es Seedot?,Es un Pokemon de tipo planta que evoluciona en Nuzleaf
¿Quién es Ralts?,Es un Pokemon de tipo psiquico y hada que evoluciona en Kirlia
¿Quién es Slakoth?,Es un Pokemon de tipo normal que evoluciona en Vigoroth
¿Quién es Nincada?,Es un Pokemon de tipo bicho y tierra que evoluciona en Ninjask
¿Quién es Whismur?,Es un Pokemon de tipo normal que evoluciona en Loudred
¿Quién es Makuhita?,Es un Pokemon de tipo lucha que evoluciona en Hariyama
¿Quién es Azurill?,Es un Pokemon de tipo normal y hada que evoluciona en Marill
¿Quién es Aron?,Es un Pokemon de tipo acero y roca que evoluciona en Lairon
¿Quién es Electrike?,Es un Pokemon de tipo electrico que evoluciona en Manectric
¿Quién es Gulpin?,Es un Pokemon de tipo veneno que evoluciona en Swalot
¿Quién es Carvanha?,Es un Pokemon de tipo agua y siniestro que evoluciona en Sharpedo
¿Quién es Numel?,Es un Pokemon de tipo fuego y tierra que evoluciona en Camerupt
¿Quién es Spoink?,Es un Pokemon de tipo psiquico que evoluciona en Grumpig
¿Quién es Trapinch?,Es un Pokemon de tipo tierra que evoluciona en Vibrava
¿Quién es Cacnea?,Es un Pokemon de tipo planta que evoluciona en Cacturne
¿Quién es Swablu?,Es un Pokemon de tipo normal y volador que evoluciona en Altaria
¿Quién es Barboach?,Es un Pokemon de tipo agua y tierra que evoluciona en Whiscash
¿Quién es Corphish?,Es un Pokemon de tipo agua que evoluciona en Crawdaunt
¿Quién es Baltoy?,Es un Pokemon de tipo tierra y psiquico que evoluciona en Claydol
¿Quién es Lileep?,Es un Pokemon fosil de tipo roca y planta que evoluciona en Cradily
¿Quién es Anorith?,Es un Pokemon fosil de tipo roca y bicho que evoluciona en Armaldo
¿Quién es Shuppet?,Es un Pokemon de tipo fantasma que evoluciona en Banette
¿Quién es Snorunt?,Es un Pokemon de tipo hielo que puede evolucionar en Glalie
